movie_id,movie_title,year,original_language,genres,overview,keywords,cast,director,poster_path,vote_average,vote_count,popularity,soup
79660,3,2012,ta,"Drama, Romance","Ram and Janani are high school sweethearts who eventually get married. However, Janani is mystified when Ram commits suicide all of a sudden and she tries to find out the truth behind his death.","suicide, tragic love, doomed love, bipolar disorder","Dhanush, Shruti Haasan, Sivakarthikeyan, Prabhu, Sunder Ramu, Rohini, Bhanupriya, Jeeva Ravi",Aishwarya Rajinikanth,/3JB3worSWdCp64oGxpncfotoAG0.jpg,6.682,66,0.9612,ram and janani are high school sweethearts who eventually get married however janani is mystified when ram commits suicide all of a sudden and she tries to find out the truth behind his death ram and janani are high school sweethearts who eventually get married however janani is mystified when ram commits suicide all of a sudden and she tries to find out the truth behind his death ram and janani are high school sweethearts who eventually get married however janani is mystified when ram commits suicide all of a sudden and she tries to find out the truth behind his death drama romance drama romance suicide tragic love doomed love bipolar disorder suicide tragic love doomed love bipolar disorder dhanush shruti haasan sivakarthikeyan prabhu sunder ramu rohini bhanupriya jeeva ravi aishwarya rajinikanth ta ta
1007074,Jigarthanda DoubleX,2023,ta,"Action, Drama, Comedy",A notorious gangster is incited to transform into a film hero and opts for a filmmaker and their project descends into a scenario they had never anticipated.,"attachment to nature, gangster, filmmaking, aspiring actor, tribal people, aspiring artist, caste politics, baby elephant, aspiring director, film within a film, elephant rescue, caste violence, nature and people, police violence","Raghava Lawrence, S. J. Suryah, Naveen Chandra, Nimisha Sajayan, Ilavarasu, Sathyan Sivakumar, Sanchana Natarajan, Kapila Venu",Karthik Subbaraj,/rlPTdgLfgsSv8WiQXRZ2AVIDwAi.jpg,7.583,54,0.9566,a notorious gangster is incited to transform into a film hero and opts for a filmmaker and their project descends into a scenario they had never anticipated a notorious gangster is incited to transform into a film hero and opts for a filmmaker and their project descends into a scenario they had never anticipated a notorious gangster is incited to transform into a film hero and opts for a filmmaker and their project descends into a scenario they had never anticipated action drama comedy action drama comedy attachment to nature gangster filmmaking aspiring actor tribal people aspiring artist caste politics baby elephant aspiring director film within a film elephant rescue caste violence nature and people police violence attachment to nature gangster filmmaking aspiring actor tribal people aspiring artist caste politics baby elephant aspiring director film within a film elephant rescue caste violence nature and people police violence raghava lawrence s j suryah naveen chandra nimisha sajayan ilavarasu sathyan sivakumar sanchana natarajan kapila venu karthik subbaraj ta ta
576928,Asuran,2019,ta,"Action, Drama",A family from the underprivileged class is on the run after the teenaged son kills a rich man from the upper caste. Can the pacifist father be able to save his hot-blooded son?,,"Dhanush, Manju Warrier, Ken Karunaas, Teejay, Pasupathy, Prakash Raj, Ammu Abhirami, Balaji Sakthivel",Vetrimaaran,/Elnp3XrAlMM30dil8rbL7D9XeP.jpg,7.6,104,0.9489,a family from the underprivileged class is on the run after the teenaged son kills a rich man from the upper caste can the pacifist father be able to save his hot blooded son a family from the underprivileged class is on the run after the teenaged son kills a rich man from the upper caste can the pacifist father be able to save his hot blooded son a family from the underprivileged class is on the run after the teenaged son kills a rich man from the upper caste can the pacifist father be able to save his hot blooded son action drama action drama   dhanush manju warrier ken karunaas teejay pasupathy prakash raj ammu abhirami balaji sakthivel vetrimaaran ta ta
459008,Kaala,2018,ta,"Action, Crime, Drama","Karikaalan consistently fights to keep the people of Dharavi, a slum in Mumbai, safe from the clutches of mighty politicians and the land mafia don, Hari Dhadha.",period drama,"Rajinikanth, Nana Patekar, Samuthirakani, Easwari Rao, Huma Qureshi, Manikandan, Anjali Patil, Aruldoss",Pa. Ranjith,/xVAZZN4Av3e6YxwLgUWTYDNtta1.jpg,6.5,70,0.9469,karikaalan consistently fights to keep the people of dharavi a slum in mumbai safe from the clutches of mighty politicians and the land mafia don hari dhadha karikaalan consistently fights to keep the people of dharavi a slum in mumbai safe from the clutches of mighty politicians and the land mafia don hari dhadha karikaalan consistently fights to keep the people of dharavi a slum in mumbai safe from the clutches of mighty politicians and the land mafia don hari dhadha action crime drama action crime drama period drama period drama rajinikanth nana patekar samuthirakani easwari rao huma qureshi manikandan anjali patil aruldoss pa ranjith ta ta
63654,Ko,2011,ta,"Action, Thriller","Ashwin is a photographer, covering the upcoming elections for a newspaper. His life gets entangled with politics when one of his published photographs upsets a corrupt political party.","political assassination, political campaign, political corruption","Jiiva, Karthika Nair, Ajmal Ameer, Pia Bajpiee, Prakash Raj, Kota Srinivasa Rao, Achyuth Kumar, Bose Venkat",K. V. Anand,/oe91RGQkLROh0rTNoStnse1p0qw.jpg,7.198,58,0.919,ashwin is a photographer covering the upcoming elections for a newspaper his life gets entangled with politics when one of his published photographs upsets a corrupt political party ashwin is a photographer covering the upcoming elections for a newspaper his life gets entangled with politics when one of his published photographs upsets a corrupt political party ashwin is a photographer covering the upcoming elections for a newspaper his life gets entangled with politics when one of his published photographs upsets a corrupt political party action thriller action thriller political assassination political campaign political corruption political assassination political campaign political corruption jiiva karthika nair ajmal ameer pia bajpiee prakash raj kota srinivasa rao achyuth kumar bose venkat k v anand ta ta
1186350,Marco,2024,ml,"Action, Crime, Thriller","The adoptive son of the Adattu family, Marco, sets off on a ruthless quest for vengeance after his brother is brutally murdered, finding only betrayal, loss and unimaginable brutality at every step.","toxic, revenge killing, family man, shocking, aggressive, blind man, action hero, perfumer, loss of brother, amused, enraged","Unni Mukundan, Siddique, Ishan Shoukath, Jagadish, Abhimanyu Thilakan, Kabir Duhan Singh, Anson Paul, Ajit Koshy",Haneef Adeni,/il3ao5gcF6fZNqo1o9o7lusmEyU.jpg,6.496,113,4.7965,the adoptive son of the adattu family marco sets off on a ruthless quest for vengeance after his brother is brutally murdered finding only betrayal loss and unimaginable brutality at every step the adoptive son of the adattu family marco sets off on a ruthless quest for vengeance after his brother is brutally murdered finding only betrayal loss and unimaginable brutality at every step the adoptive son of the adattu family marco sets off on a ruthless quest for vengeance after his brother is brutally murdered finding only betrayal loss and unimaginable brutality at every step action crime thriller action crime thriller toxic revenge killing family man shocking aggressive blind man action hero perfumer loss of brother amused enraged toxic revenge killing family man shocking aggressive blind man action hero perfumer loss of brother amused enraged unni mukundan siddique ishan shoukath jagadish abhimanyu thilakan kabir duhan singh anson paul ajit koshy haneef adeni ml ml
1166133,Bramayugam,2024,ml,"Horror, Thriller, Drama","A folk singer in 17th-century Kerala discovers a mansion. Inside, he encounters an enigmatic cook and a powerful master, setting in motion a chain of events that changes his life.","black magic, sorcerer, black and white, witchcraft, dark fantasy, old mansion, folk horror, folktale, haunted mansion, supernatural horror, experimental, arthouse horror, arthouse, fantasy folk","Arjun Ashokan, Mammootty, Sidharth Bharathan, Manikandan Achari, Amalda Liz, Aluva Sheeba Sebastian, Akash Chandran, Rafnas Rafeek",Rahul Sadasivan,/snQLwRrfQAl5YFKVefZq9Lbscki.jpg,7.65,80,2.7313,a folk singer in 17th century kerala discovers a mansion inside he encounters an enigmatic cook and a powerful master setting in motion a chain of events that changes his life a folk singer in 17th century kerala discovers a mansion inside he encounters an enigmatic cook and a powerful master setting in motion a chain of events that changes his life a folk singer in 17th century kerala discovers a mansion inside he encounters an enigmatic cook and a powerful master setting in motion a chain of events that changes his life horror thriller drama horror thriller drama black magic sorcerer black and white witchcraft dark fantasy old mansion folk horror folktale haunted mansion supernatural horror experimental arthouse horror arthouse fantasy folk black magic sorcerer black and white witchcraft dark fantasy old mansion folk horror folktale haunted mansion supernatural horror experimental arthouse horror arthouse fantasy folk arjun ashokan mammootty sidharth bharathan manikandan achari amalda liz aluva sheeba sebastian akash chandran rafnas rafeek rahul sadasivan ml ml
1290190,Lokah Chapter 1: Chandra,2025,ml,"Action, Adventure, Fantasy","The story follows Chandra, a mysterious, goth-influenced woman who has just moved to Bangalore and begins working night shifts at a café. Across the road from her apartment live Sunny and Venu, two aimless bachelors. Sunny becomes infatuated with Chandra, observing her odd routines, strange visitors, and reclusive nature. Their dynamic changes when Sunny gets a glimpse of Chandra in her act.","female superhero, vampiress (female vampire), supernatural ability, wayfarer cinematic universe (wcu)","Kalyani Priyadarshan, Naslen K. Gafoor, Sandy, Chandu Salimkumar, Arun Kurian, Vijayaraghavan, Sarath Sabha, Bibin Perumbily",Dominic Arun,/nRn6is4m5sikO1rSoCoRT2rYtXB.jpg,7.3,50,1.9906,the story follows chandra a mysterious goth influenced woman who has just moved to bangalore and begins working night shifts at a caf across the road from her apartment live sunny and venu two aimless bachelors sunny becomes infatuated with chandra observing her odd routines strange visitors and reclusive nature their dynamic changes when sunny gets a glimpse of chandra in her act the story follows chandra a mysterious goth influenced woman who has just moved to bangalore and begins working night shifts at a caf across the road from her apartment live sunny and venu two aimless bachelors sunny becomes infatuated with chandra observing her odd routines strange visitors and reclusive nature their dynamic changes when sunny gets a glimpse of chandra in her act the story follows chandra a mysterious goth influenced woman who has just moved to bangalore and begins working night shifts at a caf across the road from her apartment live sunny and venu two aimless bachelors sunny becomes infatuated with chandra observing her odd routines strange visitors and reclusive nature their dynamic changes when sunny gets a glimpse of chandra in her act action adventure fantasy action adventure fantasy female superhero vampiress female vampire supernatural ability wayfarer cinematic universe wcu female superhero vampiress female vampire supernatural ability wayfarer cinematic universe wcu kalyani priyadarshan naslen k gafoor sandy chandu salimkumar arun kurian vijayaraghavan sarath sabha bibin perumbily dominic arun ml ml
997391,RDX: Robert Dony Xavier,2023,ml,"Action, Drama","Once-menacing, anger fueled, trained martial arts fighters Robert, Dony and Xavier settle down to peaceful lives, after a significant event prompts them. Fate orchestrates their reunion and return from exile to their fighting ways, when their history linger ominously and one of them faces a violent attack.",,"Shane Nigam, Antony Varghese, Neeraj Madhav, Lal, Babu Antony, Baiju Santhosh, Maala Parvathi, Mahima Nambiar",Nahas Hidayath,/y6QRQ0bHGt9Wc1BBTZsa1iB2PAm.jpg,6.7,62,3.3079,once menacing anger fueled trained martial arts fighters robert dony and xavier settle down to peaceful lives after a significant event prompts them fate orchestrates their reunion and return from exile to their fighting ways when their history linger ominously and one of them faces a violent attack once menacing anger fueled trained martial arts fighters robert dony and xavier settle down to peaceful lives after a significant event prompts them fate orchestrates their reunion and return from exile to their fighting ways when their history linger ominously and one of them faces a violent attack once menacing anger fueled trained martial arts fighters robert dony and xavier settle down to peaceful lives after a significant event prompts them fate orchestrates their reunion and return from exile to their fighting ways when their history linger ominously and one of them faces a violent attack action drama action drama   shane nigam antony varghese neeraj madhav lal babu antony baiju santhosh maala parvathi mahima nambiar nahas hidayath ml ml
653221,Hridayam,2022,ml,"Romance, Drama","Arun and Darshana are first-year engineering students and they fall in love soon after their college begins. And just as how things work generally in teenage, the road ahead isn't too easy for them. Life offers many twists and turns that they least expect.",,"Pranav Mohanlal, Darshana Rajendran, Kalyani Priyadarshan, Aswath Lal, Vijayaraghavan, Arun Kurian, Aju Varghese, Athul Ram Kumar",Vineeth Sreenivasan,/rMNzpbruCuBmYPWhaNLrKOlNKcu.jpg,7.1,56,1.5784,arun and darshana are first year engineering students and they fall in love soon after their college begins and just as how things work generally in teenage the road ahead isn t too easy for them life offers many twists and turns that they least expect arun and darshana are first year engineering students and they fall in love soon after their college begins and just as how things work generally in teenage the road ahead isn t too easy for them life offers many twists and turns that they least expect arun and darshana are first year engineering students and they fall in love soon after their college begins and just as how things work generally in teenage the road ahead isn t too easy for them life offers many twists and turns that they least expect romance drama romance drama   pranav mohanlal darshana rajendran kalyani priyadarshan aswath lal vijayaraghavan arun kurian aju varghese athul ram kumar vineeth sreenivasan ml ml
927547,All We Imagine as Light,2024,ml,"Drama, Romance","In Mumbai, Nurse Prabha's routine is troubled when she receives an unexpected gift from her estranged husband. Her younger roommate, Anu, tries in vain to find a spot in the city to be intimate with her boyfriend. A trip to a beach town allows them to find a space for their desires to manifest.","nurse, roommates, meditative","Kani Kusruti, Divya Prabha, Chhaya Kadam, Hridhu Haroon, Azees Nedumangad, Tintumol Joseph, Anand Sami, Lovleen Mishra",Payal Kapadia,/ruImrzB4POsrgwCMozmOBV67zs5.jpg,6.831,228,1.2142,in mumbai nurse prabha s routine is troubled when she receives an unexpected gift from her estranged husband her younger roommate anu tries in vain to find a spot in the city to be intimate with her boyfriend a trip to a beach town allows them to find a space for their desires to manifest in mumbai nurse prabha s routine is troubled when she receives an unexpected gift from her estranged husband her younger roommate anu tries in vain to find a spot in the city to be intimate with her boyfriend a trip to a beach town allows them to find a space for their desires to manifest in mumbai nurse prabha s routine is troubled when she receives an unexpected gift from her estranged husband her younger roommate anu tries in vain to find a spot in the city to be intimate with her boyfriend a trip to a beach town allows them to find a space for their desires to manifest drama romance drama romance nurse roommates meditative nurse roommates meditative kani kusruti divya prabha chhaya kadam hridhu haroon azees nedumangad tintumol joseph anand sami lovleen mishra payal kapadia ml ml
657644,Minnal Murali,2021,ml,"Action, Comedy, Fantasy",A tailor gains special powers after being struck by lightning but must take down an unexpected foe if he is to become the superhero his hometown in Kerala needs.,"superhero, supervillain, weekend cinematic universe (wcu)","Tovino Thomas, Guru Somasundaram, Aju Varghese, Vasisht Umesh, Shelly Kishore, Femina George, P Balachandran, Harisree Ashokan",Basil Joseph,/efetKFDyptrRpoHBb103Tg3Auw5.jpg,7.148,334,1.3904,a tailor gains special powers after being struck by lightning but must take down an unexpected foe if he is to become the superhero his hometown in kerala needs a tailor gains special powers after being struck by lightning but must take down an unexpected foe if he is to become the superhero his hometown in kerala needs a tailor gains special powers after being struck by lightning but must take down an unexpected foe if he is to become the superhero his hometown in kerala needs action comedy fantasy action comedy fantasy superhero supervillain weekend cinematic universe wcu superhero supervillain weekend cinematic universe wcu tovino thomas guru somasundaram aju varghese vasisht umesh shelly kishore femina george p balachandran harisree ashokan basil joseph ml ml
1149791,Premalu,2024,ml,"Romance, Comedy","Sachin, a carefree graduate, crosses paths with Reenu, a spirited IT professional, in Hyderabad. As their friendship deepens, unspoken feelings, career ambitions and life choices challenge their bond.",romcom,"Naslen K. Gafoor, Mamitha Baiju, Sangeeth Prathap, Shyam Mohan, Akhila Bhargavan, Meenakshi Raveendran, Mathew Thomas, Althaf Salim",Girish A. D.,/uPpmBjY3znUqGY8kYwI5xvOrSc0.jpg,7.772,57,1.375,sachin a carefree graduate crosses paths with reenu a spirited it professional in hyderabad as their friendship deepens unspoken feelings career ambitions and life choices challenge their bond sachin a carefree graduate crosses paths with reenu a spirited it professional in hyderabad as their friendship deepens unspoken feelings career ambitions and life choices challenge their bond sachin a carefree graduate crosses paths with reenu a spirited it professional in hyderabad as their friendship deepens unspoken feelings career ambitions and life choices challenge their bond romance comedy romance comedy romcom romcom naslen k gafoor mamitha baiju sangeeth prathap shyam mohan akhila bhargavan meenakshi raveendran mathew thomas althaf salim girish a d ml ml
1069945,Manjummel Boys,2024,ml,"Adventure, Thriller, Drama","Manjummel Boys, based on a real story, is about a bunch of friends who set out on a trip to Kodaikanal and the events that occur there.","affectation, bold, hopeful, joyful","Soubin Shahir, Sreenath Bhasi, Balu Varghese, Ganapathi S. Poduval, Lal Jr., Deepak Parambol, Abhiram Radhakrishnan, Arun Kurian",Chidambaram,/bswrtewwthpsh6nABiqKevU4UBI.jpg,7.772,79,1.4628,manjummel boys based on a real story is about a bunch of friends who set out on a trip to kodaikanal and the events that occur there manjummel boys based on a real story is about a bunch of friends who set out on a trip to kodaikanal and the events that occur there manjummel boys based on a real story is about a bunch of friends who set out on a trip to kodaikanal and the events that occur there adventure thriller drama adventure thriller drama affectation bold hopeful joyful affectation bold hopeful joyful soubin shahir sreenath bhasi balu varghese ganapathi s poduval lal jr deepak parambol abhiram radhakrishnan arun kurian chidambaram ml ml
244049,Drishyam,2013,ml,"Thriller, Crime, Drama","Georgekutty lives a happy life with his wife and daughters. Things take a turn when his daughter gets indecently filmed using a hidden camera, by the son of a police inspector.","police, twist, hidden camera, murder, family, death, quarry, cable tv, false evidence, bollywood","Mohanlal, Meena, Asha Sarath, Kalabhavan Shajon, Ansiba Hassan, Esther Anil, Siddique, Roshan Basheer",Jeethu Joseph,/7d8GLneJkF81q1POdK7VUrjWafX.jpg,7.5,220,1.4308,georgekutty lives a happy life with his wife and daughters things take a turn when his daughter gets indecently filmed using a hidden camera by the son of a police inspector georgekutty lives a happy life with his wife and daughters things take a turn when his daughter gets indecently filmed using a hidden camera by the son of a police inspector georgekutty lives a happy life with his wife and daughters things take a turn when his daughter gets indecently filmed using a hidden camera by the son of a police inspector thriller crime drama thriller crime drama police twist hidden camera murder family death quarry cable tv false evidence bollywood police twist hidden camera murder family death quarry cable tv false evidence bollywood mohanlal meena asha sarath kalabhavan shajon ansiba hassan esther anil siddique roshan basheer jeethu joseph ml ml
268660,Bangalore Days,2014,ml,"Drama, Family, Romance","A fun roller coaster ride about three young people, Aju, Divya and Kuttan who are cousins, reach Bangalore to dream, discover & explore!","husband wife relationship, marriage, cousin, motorcycle crash, india, nostalgic, woman director, kerala, bangalore, bike racing, sincere","Nazriya Nazim, Nivin Pauly, Dulquer Salmaan, Fahadh Faasil, Parvathy Thiruvothu, Nithya Menen, Isha Talwar, Vijayaraghavan",Anjali Menon,/iFMyZw1DTGvZ8hPa0eTseSFiRT1.jpg,7.579,133,1.2056,a fun roller coaster ride about three young people aju divya and kuttan who are cousins reach bangalore to dream discover explore a fun roller coaster ride about three young people aju divya and kuttan who are cousins reach bangalore to dream discover explore a fun roller coaster ride about three young people aju divya and kuttan who are cousins reach bangalore to dream discover explore drama family romance drama family romance husband wife relationship marriage cousin motorcycle crash india nostalgic woman director kerala bangalore bike racing sincere husband wife relationship marriage cousin motorcycle crash india nostalgic woman director kerala bangalore bike racing sincere nazriya nazim nivin pauly dulquer salmaan fahadh faasil parvathy thiruvothu nithya menen isha talwar vijayaraghavan anjali menon ml ml
1084812,Aavesham,2024,ml,"Comedy, Action",Three college freshmen in Bangalore befriend an eccentric gangster to get revenge on their senior bullies.,,"Fahadh Faasil, Hipster, Mithun Jai Sankar, Roshan Shanavas, Sajin Gopu, Midhun Midhutty, Krishna Kumar, Freestyle Krishna",Jithu Madhavan,/k5RWPaNjgRcNvGoawYaQHQwyctI.jpg,7.488,85,1.3783,three college freshmen in bangalore befriend an eccentric gangster to get revenge on their senior bullies three college freshmen in bangalore befriend an eccentric gangster to get revenge on their senior bullies three college freshmen in bangalore befriend an eccentric gangster to get revenge on their senior bullies comedy action comedy action   fahadh faasil hipster mithun jai sankar roshan shanavas sajin gopu midhun midhutty krishna kumar freestyle krishna jithu madhavan ml ml
398786,Kammatti Paadam,2016,ml,"Drama, Action","Krishnan, who has been living away from his family and friends in Mumbai, gets a call from his friend Ganga in Kerala, out of the blue. He senses danger, and leaves for Kammattipadam, where both of them grew up.","friendship, bodyguard, brother against brother, accident, kochi","Dulquer Salmaan, Vinayakan, Manikandan Achari, Anil Nedumangad, Shine Tom Chacko, Vinay Forrt, Shaun Romy, Amalda Liz",Rajeev Ravi,/2zJoZn1EBR6UQDr6OdT4Og77zFn.jpg,8.0,52,1.1807,krishnan who has been living away from his family and friends in mumbai gets a call from his friend ganga in kerala out of the blue he senses danger and leaves for kammattipadam where both of them grew up krishnan who has been living away from his family and friends in mumbai gets a call from his friend ganga in kerala out of the blue he senses danger and leaves for kammattipadam where both of them grew up krishnan who has been living away from his family and friends in mumbai gets a call from his friend ganga in kerala out of the blue he senses danger and leaves for kammattipadam where both of them grew up drama action drama action friendship bodyguard brother against brother accident kochi friendship bodyguard brother against brother accident kochi dulquer salmaan vinayakan manikandan achari anil nedumangad shine tom chacko vinay forrt shaun romy amalda liz rajeev ravi ml ml
706872,Drishyam 2,2021,ml,"Thriller, Crime, Drama","7 years after the events of Drishyam, the family lives with the trauma from that fateful night. A gripping tale of an investigation and a family threatened by it. Will Georgekutty be able to protect his family this time?","perfect crime, investigation, sequel","Mohanlal, Meena, Murali Gopy, Asha Sarath, Siddique, Anjali Aneesh Upasana, Esther Anil, Ansiba Hassan",Jeethu Joseph,/8RJBCUGE27LX06tAES4jTELN0KA.jpg,7.6,134,1.3301,7 years after the events of drishyam the family lives with the trauma from that fateful night a gripping tale of an investigation and a family threatened by it will georgekutty be able to protect his family this time 7 years after the events of drishyam the family lives with the trauma from that fateful night a gripping tale of an investigation and a family threatened by it will georgekutty be able to protect his family this time 7 years after the events of drishyam the family lives with the trauma from that fateful night a gripping tale of an investigation and a family threatened by it will georgekutty be able to protect his family this time thriller crime drama thriller crime drama perfect crime investigation sequel perfect crime investigation sequel mohanlal meena murali gopy asha sarath siddique anjali aneesh upasana esther anil ansiba hassan jeethu joseph ml ml
84368,Manichitrathazhu,1993,ml,"Horror, Comedy, Mystery","A young couple, Ganga and Nakulan, arrives at the ancestral home called Madampalli of the latter. Hailing from a family that follows tradition and superstitions, Nakulan's uncle Thampi objects to the couple's idea of moving into the allegedly haunted mansion, which Nakulan ignores. The couple moves in anyway following which seemingly supernatural events begin to happen.","dancer, room, palace, sorcerer, psychiatrist, ghost, multiple personality, myth, multiple personality disorder, psychological horror, comedy horror","Shobana, Mohanlal, Suresh Gopi, Nedumudi Venu, Vinaya Prasad, Innocent, Sudheesh, KPAC Lalitha",Fazil,/5YccrqvJFTfAVyEZp08I3fLx15y.jpg,7.539,89,1.0785,a young couple ganga and nakulan arrives at the ancestral home called madampalli of the latter hailing from a family that follows tradition and superstitions nakulan s uncle thampi objects to the couple s idea of moving into the allegedly haunted mansion which nakulan ignores the couple moves in anyway following which seemingly supernatural events begin to happen a young couple ganga and nakulan arrives at the ancestral home called madampalli of the latter hailing from a family that follows tradition and superstitions nakulan s uncle thampi objects to the couple s idea of moving into the allegedly haunted mansion which nakulan ignores the couple moves in anyway following which seemingly supernatural events begin to happen a young couple ganga and nakulan arrives at the ancestral home called madampalli of the latter hailing from a family that follows tradition and superstitions nakulan s uncle thampi objects to the couple s idea of moving into the allegedly haunted mansion which nakulan ignores the couple moves in anyway following which seemingly supernatural events begin to happen horror comedy mystery horror comedy mystery dancer room palace sorcerer psychiatrist ghost multiple personality myth multiple personality disorder psychological horror comedy horror dancer room palace sorcerer psychiatrist ghost multiple personality myth multiple personality disorder psychological horror comedy horror shobana mohanlal suresh gopi nedumudi venu vinaya prasad innocent sudheesh kpac lalitha fazil ml ml
472221,The Goat Life,2024,ml,"Drama, Adventure","Indian migrant worker Najeeb Muhammad goes to Saudi Arabia to earn money. However, in a twist of fate, he finds himself living a slave-like existence, herding goats in the middle of the desert.","based on novel or book, based on true story, missing person, migrant worker, goat life","Prithviraj Sukumaran, K R  Gokul, Jimmy Jean-Louis, Talib Al Balushi, Rik Aby, Robin Das, Amala Paul, Shobha Mohan",Blessy,/vwRkVhvJuAFz4i8udXMNkcJCztc.jpg,7.221,61,1.5363,indian migrant worker najeeb muhammad goes to saudi arabia to earn money however in a twist of fate he finds himself living a slave like existence herding goats in the middle of the desert indian migrant worker najeeb muhammad goes to saudi arabia to earn money however in a twist of fate he finds himself living a slave like existence herding goats in the middle of the desert indian migrant worker najeeb muhammad goes to saudi arabia to earn money however in a twist of fate he finds himself living a slave like existence herding goats in the middle of the desert drama adventure drama adventure based on novel or book based on true story missing person migrant worker goat life based on novel or book based on true story missing person migrant worker goat life prithviraj sukumaran k r gokul jimmy jean louis talib al balushi rik aby robin das amala paul shobha mohan blessy ml ml
590077,Trance,2020,ml,"Thriller, Drama",A disheartened motivational speaker gets hired by a corporate to become a preacher until his live stint on television puts him and his service under the scanner.,blind faith,"Fahadh Faasil, Nazriya Nazim, Dileesh Pothan, Gautham Vasudev Menon, Chemban Vinod Jose, Vinayakan, Soubin Shahir, Sreenath Bhasi",Anwar Rasheed,/jur8vAsFMtwxqyAngXeXKZnqMSe.jpg,6.8,63,0.8877,a disheartened motivational speaker gets hired by a corporate to become a preacher until his live stint on television puts him and his service under the scanner a disheartened motivational speaker gets hired by a corporate to become a preacher until his live stint on television puts him and his service under the scanner a disheartened motivational speaker gets hired by a corporate to become a preacher until his live stint on television puts him and his service under the scanner thriller drama thriller drama blind faith blind faith fahadh faasil nazriya nazim dileesh pothan gautham vasudev menon chemban vinod jose vinayakan soubin shahir sreenath bhasi anwar rasheed ml ml
209419,Neelakasham Pachakadal Chuvanna Bhoomi,2013,ml,"Adventure, Thriller, Romance","Kasi and Suni are close friends who studied together in an engineering college. Assi, who comes to Kerala to study engineering under the North East quota falls in love with Kasi. Certain incidents that follow set Kasi and Suni on a road trip to Nagaland on two motorcycles. The incidents that happen during this road adventure forms the film.","strike, himalaya mountain range, marriage, college, biker, road trip, romance, bike, finding love","Dulquer Salmaan, Sunny Wayne, Bala Hijam, Ena Saha, Dhritiman Chatterjee, Shane Nigam, Joy Mathew, Vanitha Krishnachandran",Sameer Thahir,/yKvrZ53FBY9EzH2kLy4KdeyPpub.jpg,7.0,51,1.0479,kasi and suni are close friends who studied together in an engineering college assi who comes to kerala to study engineering under the north east quota falls in love with kasi certain incidents that follow set kasi and suni on a road trip to nagaland on two motorcycles the incidents that happen during this road adventure forms the film kasi and suni are close friends who studied together in an engineering college assi who comes to kerala to study engineering under the north east quota falls in love with kasi certain incidents that follow set kasi and suni on a road trip to nagaland on two motorcycles the incidents that happen during this road adventure forms the film kasi and suni are close friends who studied together in an engineering college assi who comes to kerala to study engineering under the north east quota falls in love with kasi certain incidents that follow set kasi and suni on a road trip to nagaland on two motorcycles the incidents that happen during this road adventure forms the film adventure thriller romance adventure thriller romance strike himalaya mountain range marriage college biker road trip romance bike finding love strike himalaya mountain range marriage college biker road trip romance bike finding love dulquer salmaan sunny wayne bala hijam ena saha dhritiman chatterjee shane nigam joy mathew vanitha krishnachandran sameer thahir ml ml
564701,Lucifer,2019,ml,"Action, Drama, Thriller","In God's own country, the supreme leader of the ruling party dies, leaving a huge vacuum, not only in the electoral and leadership sphere of the party but also that of the state. In the inevitable succession squabble and the power struggle that ensues, the thin line that separates good and bad becomes irrecoverably blurred and out of this seemingly endless mayhem, emerge forces that are hitherto unheard of.",,"Mohanlal, Vivek Oberoi, Manju Warrier, Tovino Thomas, Indrajith Sukumaran, Saniya Iyyappan, Saikumar, Kalabhavan Shajon",Prithviraj Sukumaran,/fXgY2RCzoIJPhPDoyKRjaaqjIZs.jpg,7.074,74,1.2977,in god s own country the supreme leader of the ruling party dies leaving a huge vacuum not only in the electoral and leadership sphere of the party but also that of the state in the inevitable succession squabble and the power struggle that ensues the thin line that separates good and bad becomes irrecoverably blurred and out of this seemingly endless mayhem emerge forces that are hitherto unheard of in god s own country the supreme leader of the ruling party dies leaving a huge vacuum not only in the electoral and leadership sphere of the party but also that of the state in the inevitable succession squabble and the power struggle that ensues the thin line that separates good and bad becomes irrecoverably blurred and out of this seemingly endless mayhem emerge forces that are hitherto unheard of in god s own country the supreme leader of the ruling party dies leaving a huge vacuum not only in the electoral and leadership sphere of the party but also that of the state in the inevitable succession squabble and the power struggle that ensues the thin line that separates good and bad becomes irrecoverably blurred and out of this seemingly endless mayhem emerge forces that are hitherto unheard of action drama thriller action drama thriller   mohanlal vivek oberoi manju warrier tovino thomas indrajith sukumaran saniya iyyappan saikumar kalabhavan shajon prithviraj sukumaran ml ml
585261,Virus,2019,ml,"Drama, Thriller","A real life account of the deadly Nipah virus outbreak in Kerala, and the courageous fight put on by several individuals which helped to contain the epidemic.","based on true story, virus, kerala","Kunchacko Boban, Parvathy Thiruvothu, Tovino Thomas, Sreenath Bhasi, Madonna Sebastian, Revathi, Rima Kallingal, Joju George",Aashiq Abu,/fd8BJ1j5BzaC9McYRW98PmeqkHo.jpg,7.4,59,0.7785,a real life account of the deadly nipah virus outbreak in kerala and the courageous fight put on by several individuals which helped to contain the epidemic a real life account of the deadly nipah virus outbreak in kerala and the courageous fight put on by several individuals which helped to contain the epidemic a real life account of the deadly nipah virus outbreak in kerala and the courageous fight put on by several individuals which helped to contain the epidemic drama thriller drama thriller based on true story virus kerala based on true story virus kerala kunchacko boban parvathy thiruvothu tovino thomas sreenath bhasi madonna sebastian revathi rima kallingal joju george aashiq abu ml ml
